State/Region P_code,Division/State (Myanmar),Division/State ,Township  (Myanmar),Township ,Type (Myanmar),Type,Name (Myanmar),Name,Latitude,Longitude,Phone Number,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,က၀ျမိဳ႕,Kawa,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ရွုိင္း,Shine,17.088505,96.45571,09428149423,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေက်ာက္တံခါးျမိဳ႕,Kyauk Ta Ga,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္တံခြန္,Aung Tagon,18.156365,96.611084,09400010304,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေက်ာက္တံခါးျမိဳ႕,Kyauk Ta Ga,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဘုရင္,King,18.156856,96.611951,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေက်ာက္တံခါးျမိဳ႕,Kyauk Ta Ga,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္,Aung,18.155462,96.613008,09954922717,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေတာကၽြဲအင္းျမိဳ့,Taw Kyae Inn,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ျပည့္ျဖိဳးေအာင္,Pyae Phyo Aung,18.279289,96.526308,09428194394,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေတာကၽြဲအင္းျမိဳ့,Taw Kyae Inn,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအဂ်ီ,Agyi,18.276605,96.522014,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နိုင္,Naing,18.822763,95.216416,09423718483,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေကာင္း,Kaung,18.82109,95.234627,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္ျမန္မာထြန္း,Aung Myanmar Htun,18.815775,95.250853,09456400669,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထိန္လင္း,Htein Linn,18.817948,95.2569174,09421061587,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္,Aung,18.818425,95.257362,0931446200,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဖိုးလမင္း,Phoe La Min,18.8175594,95.253511,09403406698,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေ၀ယံ,Wai Yan,18.8196477,95.2181709,05324040,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ျမတ္နိုးသူ,Myat Noe Thu,18.823467,95.216698,09423718304,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထြန္းေတာက္,Htun Hauk,18.819214,95.222854,09796999961,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေရႊေတာင္ျမိဳ႕,Shwedaung,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဂရင္းတက္ခ္,Green Tech,18.70262,95.210664,09975332232,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျဖဴးျမိဳ့,Pyu,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စံျဖဴ,San Phyu,18.482557,96.436694,09254361495,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျဖဴးျမိဳ့,Pyu,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပီဒီ,PD,18.484495,96.435026,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျဖဴးျမိဳ့,Pyu,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကိုလာလူး,Ko Lar Lu,18.481205,96.43498,09976222991,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျဖဴးျမိဳ့,Pyu,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Service,ေမာ္ဒန္,Modern,18.46969,96.436652,09256208889,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,မုန္းျမိဳ့,Mon,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Service,စိုးမင္းဟိန္း,Soe Min Hein,18.528984,96.622811,09458021386,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,လက္ပံတန္းျမိဳ့,Letpadan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဆန္းစတား,Sun Star,17.78395,95.748446,05332371,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,လက္ပံတန္းျမိဳ့,Letpadan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေက်ာ္ေက်ာ္,Kyaw Kyaw,17.783206,95.749714,09978005199,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,အိုးသည္ကုန္းျမိဳ႕,O The Gon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,၀မ္းစတား,One Star,18.04039,95.692385,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,အိုးသည္ကုန္းျမိဳ႕,O The Gon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နိုင္းနိုင္း,99,18.042925,95.694448,09423668058,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,အုတ္ဖိုျမိဳ႕,Okpho,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဧရာ,Ayar,18.135155,95.669059,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,နတ္သလင္းျမိဳ႕,Nattalin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဇာနီ,Zarni,18.429948,95.549813,09974321301,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,နတ္သလင္းျမိဳ႕,Nattalin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေက်ာင္းဆရာ,Kyaung Sa Yar,18.429632,95.552539,09787996198,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေညာင္ေလးပင္ျမိဳ႕,Nyaunglebin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာ္တိုကင္း,Auto King,17.958516,96.719967,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေညာင္ေလးပင္ျမိဳ႕,Nyaunglebin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေလလႈိင္း,Lae Llaing,17.9565687,96.7147772,09790172468,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေရႊက်င္ျမို့,Shwegyin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေဆာင္းနွင္းအိမ္,Saung Hnin Aein,17.929321,96.880675,09428013226,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,သံုးဆယ္ျမိဳ႕,Thonse,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကိုညာသား,Ko Nyar Thar,17.624339,95.786761,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဖဒိုျမိဳ႕,Phado,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္သစၥာ,Aung Thitsar,18.036884,96.556211,09250212510,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဖဒိုျမိဳ႕,Phado,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အိုင္-တက္ခ္,i-Tech,18.037315,96.554117,09975220333,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဖဒိုျမိဳ႕,Phado,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စံျပ,San Pya,18.036991,96.55445,09790207625,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ပဲႏြယ္ကုန္းျမိဳ႕,Penwegone,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဘက္စ္ဘိုင္,Best Buy,18.224777,96.566132,09450043022,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,အုတ္တြင္းျမိဳ႕,Oktwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပန္းကမၻာ(၂),Pan Gabar(2),18.828131,96.409831,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေပါင္းတလည္ျမို႕,Paungdale`,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေကာင္းျမတ္သူ,Kaung Myat Thu,18.850426,95.384892,09791183587,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေပါင္းတလည္ျမို႕,Paungdale`,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေကာင္းထြန္းလင္း,Kaung Htun Lin,18.850815,95.384027,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေပါင္းတည္ျမို႕,Paungde,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဒီေက,DK,18.488696,95.506859,05338838,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေပါင္းတည္ျမို႕,Paungde,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,၀င္းပပ,Win Pa Pa,18.490312,95.508175,05338240,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ထန္းတပင္ျမို႕,Tantabin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေဆးဗားစတား,Silver Star,16.942163,96.024866,09763213022,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဇီးကုန္းျမို႕,Zigon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေကာင္းဟိန္း,Kaung Hein,18.338091,95.623435,05334379,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,သဲကုန္းျမိဳ႕,Thegon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စံခ်ိန္သစ္,San Chain Thit,18.648358,95.415384,09975508499,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေပါင္းတည္ျမို႕,Paungde,ဓာတ္အားခြဲရံု,Electrical Substation,၃၃/၁၁ ဓာတ္အားေပးရံု,33kv/11kv Substation,18.485312,95.510772,05338014,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,မွတ္တိုင္ျမို႕,Hmattaing,ဓာတ္အားခြဲရံု,Electrical Substation,အမ္အီးပီအီး မွတ္တိုင္,MEPE Hmattaing,18.582291,95.530998,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျပည္ျမိဳ့,Pyay,ဓာတ္အားခြဲရံု,Electrical Substation,ဂရင္းစတား,Green Star,18.824963,95.248448,092038284,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,သာယာကုန္း,Tha Ya Gon,ဓာတ္အားခြဲရံု,Electrical Substation,သာယာကုန္းဓာတ္အားေပးရံု,Thayagon Electricity Substation,18.089197,96.641515,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေရႊေတာင္ျမိဳ႕,Shwedaung,ဓာတ္အားခြဲရံု,Electrical Substation,ေရႊေတာင္ဓာတ္အားေပးရံု,Shwedaung Substation,18.727817,95.228298,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဒိုက္ဦးျမို႕,Daik U,ဓာတ္အားခြဲရံု,Electrical Substation,ေအာင္စိုးမိုး ထရန့္စ္ဖာ,Aung Soe Moe Transformer,17.784284,96.659593,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဒိုက္ဦးျမို႕,Daik U,ဓာတ္အားခြဲရံု,Electrical Substation,သံတတား  ထရန့္စ္ဖာ,Than Ta Dar Transformer,17.791014,96.663647,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဒိုက္ဦးျမို႕,Daik U,ဓာတ္အားခြဲရံု,Electrical Substation,ရံုးတတား  ထရန့္စ္ဖာ,Yone Ta Dar Transformer,17.784284,96.659593,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဒိုက္ဦးျမို႕,Daik U,ဓာတ္အားခြဲရံု,Electrical Substation,၇ ရပ္ကြက္  ထရန့္စ္ဖာ,Khun Hnit Transformer,17.799923,96.66595,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဒိုက္ဦးျမို႕,Daik U,ဓာတ္အားခြဲရံု,Electrical Substation,ဒရယ္မီးတာဆံု ထရန့္စ္ဖာ,Da Yel Mee Tarson Transformer,17.805745,96.671373,09777747418,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေတာင္ငူျမို႕,Taungoo,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,Hydroelectric Power Plant,ေသာက္ေရခပ္(၂),Thauk Ye Khat No.(2),18.911165,96.61612,01222422,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေက်ာက္တံခါးျမိဳ႕,Kyauk Ta Ga,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,Hydroelectric Power Plant,ရဲႏြယ္,Yenwe,18.08685,96.445965,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေတာင္ငူျမို႕,Taungoo,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,Hydroelectric Power Plant,ခေပါင္း,Kha Baung,18.898143,96.222382,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ျဖဴးျမိဳ့,Pyu,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,Hydroelectric Power Plant,ျဖူးေခ်ာင္း,Phyu Chaung,18.506146,96.353704,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ပဲခူးျမို႕,Bago,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,Hydroelectric Power Plant,ေဇာင္းတူ,Zaungtu,17.754641,96.200508,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေရႊက်င္ျမို့,Shwegyin,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,Hydroelectric Power Plant,ေရႊက်င္,Shwegyin,17.968286,96.933004,,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ဒိုက္ဦးျမို႕,Daik U,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,Electrical Power Office,ဒိုက္ဦးလွ်ပ္စစ္ရံုး,Daik U Electrical Power Office,17.803775,96.673062,05240013,
MR003,ပဲခူးတိုင္းေဒသၾကီး,Bago Division,ေပါင္းတည္ျမို႕,Paungde,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,Electrical Power Office,ေပါင္းတည္လွ်ပ္စစ္ရံုး,Paungde Electrical Power Office,18.485627,95.511302,,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မေကြး,Magway,20.159552,94.92199,9694702392,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဇာမဏိ,Zarmani,20.193307,94.927488,9965145235,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,၀င္း,Win,20.151945,94.93434,95343814,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္ဇာျခည္,Aung Zar Chi,20.144414,94.92589,,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နီနီ,Ni Ni,20.151681,94.921648,,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စြမ္း,Swam,20.144066,94.932921,9401552755,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စိန္ေရႊ,Sein Shwe,20.150815,94.927447,9898930098,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မ်ိုးသိန္း,Myo Thein,20.147546,94.946013,9965343076,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေကာင္းျမတ္,Kaung Myat,20.150993,94.939835,6327467,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နိုင္လင္းေမာင္,Naing Lin Maung,20.142347,94.937043,9401570262,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထိုက္တန္,Hteik Tan,20.182931,94.872032,9401570262,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေဒၚလာ,Dollar,20.150641,94.923381,,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မေကြးျမို႕,Magway,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ျမတ္ကို,Myat Ko,20.151051,94.920381,943152497,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေခ်ာက္ျမို့,Chauk,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မင္းသူ,Min Thu,20.892922,94.815307,95042785,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေခ်ာက္ျမို့,Chauk,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ျဖိုးသုခ,Phyo Thu Kha,20.895002,94.817005,95177288,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေခ်ာက္ျမို့,Chauk,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဟိန္းထက္ေအာင္,Hein Htet Aung,20.899458,94.817802,9400462772,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေခ်ာက္ျမို့,Chauk,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ခိုင္,Khaing,20.893295,94.820917,943008346,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မင္းဘူးျမို႕,MinBu,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေကအမ္ေက,KMK,20.181573,94.8751,9401636175,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မင္းဘူးျမို႕,MinBu,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထိုက္တန္,Hteik Tan,20.171373,94.870212,9977273110,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,မင္းဘူးျမို႕,MinBu,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထိုက္တန္,Hteik Tan,20.182341,94.871472,9976437843,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ပြင့္ျဖူျမို့,Pwint Phyu,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ခ်မ္းျငိမ္း,Chan Nyein,20.365075,94.670793,9401572082,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ပခုကၠူျမို႕,Pakokku,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဖူဂ်ီ,Fuji,21.336598,95.078478,9772221050,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ပခုကၠူျမို႕,Pakokku,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေတာ့ပ္,Top,21.339871,95.08,9429325295,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ပခုကၠူျမို႕,Pakokku,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊသီရိ,Shwe Thiri,21.338703,95.088547,9250250756,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ပခုကၠူျမို႕,Pakokku,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေဇာ္မင္း,Zaw MIn,21.337214,95.099744,92302139,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ပခုကၠူျမို႕,Pakokku,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေဇာ္,Zaw,21.335758,95.088895,,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ပခုကၠူျမို႕,Pakokku,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊပိုင္,Shwe pie,21.335276,95.078451,,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ပခုကၠူျမို႕,Pakokku,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,လႈိင္ဓန,Hline Dana,21.335447,95.074351,9899981335,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ဆိပ္ျဖူျမို့,Seik Phyu,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,၀င္းမိုး,Win Moe,20.93751,94.788056,9783609969,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ျမိုင္ျမို႕,Myaing,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ရတနာ၀င္း,Yadanar WIn,21.612988,94.853862,9790169699,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ျမိုင္ျမို႕,Myaing,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ႏွလံုးလွ,Hna Lone Hla,21.612765,94.854249,6240104,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေပါက္ျမို့,Pauk,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊမင္းသား,Shwe MinThar,21.449245,94.47445,,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ဂန့္ေဂါျမို႕,GanGaw,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,လင္းေရာင္ရွင္း,Lin Yaung Shin,22.1625544,94.129565,9442001028,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေအာင္လံျမို႕,AungLan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စိန္ေဒၚလာ,Sein Dollar,19.368837,95.212196,,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေအာင္လံျမို႕,AungLan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေဒၚလာ,Dollar,19.375411,95.212112,,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေအာင္လံျမို႕,AungLan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,သီရိေဂဟာ,Thiri Gayhar,19.372878,95.211703,69200217,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေအာင္လံျမို႕,AungLan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဇိုင္နူေဇာ္လြင္,Zainul Zaw Lwin,19.360279,95.21884,9256332786,
MR004,မေကြးတိုင္းေဒသႀကီး,Magway Division,ေအာင္လံျမို႕,AungLan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အိမ္ျဖူေတာ္,Aein Phyu Taw,19.345461,95.217149,9260007311,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊသီဟ,Shwe Thiha ,21.972377,96.404366,09 790 160288,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပိေတာက္၀ါ,Padauk War,22.026411,96.465553,085 224 56,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေငြစႏၵာ,Ngwe Sandar,22.026479,96.465588,09 402 559 955,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အန္စတား,NSTAR,22.032576,96.470312,085 28366,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊလ၀င္း,Shwe La Win,22.028687,96.457472,09 964334882,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဆုလာဒ္,ShuLat,21.984707,96.430699,09 798618382,
