State/Region P_code,Division/State ,Township ,Type,Name,Latitude,Longitude,Phone Number,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Linn,21.945195,96.07872,09 40251 0400,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Ngwe Soe Lin,21.979947,96.076831,09 974 418118,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Ko Kin Zaw Branch(2),21.932765,96.123941,02 81 824,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Ngwe Kyal Phyu,21.940393,96.107847,09 45829 7855,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Light House,21.931496,96.110772,02 82 001,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Power,21.931321,96.110724,09 964 035034,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Super Top,21.929292,96.110254,09 979 731186,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,KyiKhineTun,21.936776,96.110197,09 44103 8155,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Multi Than Oo,21.933189,96.109207,02 403 4753,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Sky Moe,21.934456,96.105787,09 431 53000,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Lion,21.923614,96.094916,09 202 0355,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,Pyae Shin,21.939211,96.103802,09 787 878805,,,,,
MR005,Mandalay Division,ChanMyaThaZi,Electronic Store,MingalarMandalay,21.94175,96.092618,,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electrical Substation,"Khin Maung Nyunt Trading Co.,Ltd",21.982775,96.085899,02 406 8423,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electrical Substation,War Khin Kone Sub-Station,21.969479,96.121401,02 77 330,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Service,81 Electronic,21.973774,96.089002,09 789 818181,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Service,Lote Thar,21.983169,96.07918,09 431 56112,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Service,ZEP Electronic Sales and Service Center,21.97672,96.079271,09 910 53283,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Service,Dream Electronic Service,21.978994,96.07984,09 40260 1385,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,ZEP Electronic Sales and Service Center,21.97672,96.079271,09 910 53283,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Zarni,21.959956,96.077006,02 68 133,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Technoland,21.96232,96.085741,09 976 018386,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Toshiba,21.982855,96.084191,02 402 4760,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Ko Naing Naing and Brothers,21.979958,96.079066,02 64 424,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Kedia Light,21.982423,96.082852,02 36 242,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Htun Linn Aung ,21.974889,96.088211, ,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,"VSK International Co.,Ltd",21.974351,96.088145,09 45718 6031,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Shwe Linn Yaung,21.977816,96.078963,02 64 381,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Lin Lin Naing,21.981563,96.07784,09 790 132841,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Farfalla,21.970893,96.086192,09 788 914814,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Electrolux,21.971074,96.086312,02 72 575,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Hein Fa,21.971458,96.087011,09 976 980506,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Thein Nyutt,21.920727,96.089984,02 23 376,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,e City Square,21.969454,96.090283,09 910 13461,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Myo Thein Electronic,21.978769,96.079086,02 406 7175,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Myo Thein,21.97851,96.079075,02 403 5332,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Happy Sales Pos Supply,21.980231,96.079643,09 45597 7515,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Omega,21.979821,96.079085,09 534 0711,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Circuit World Electronic,21.979551,96.079054,02 402 1839,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Aung Takon,21.978457,96.079394,09 777 772757,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,MgMg Hman Sine(Lashio),21.980064,96.07944,02 35 703,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Ko Tun Tun and Ma Chaw Su Electronic Store,21.981728,96.079228,,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Power,21.982579,96.078712,09 202 1915,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,H Har San,21.983245,96.07932,09 203 1784,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,BanDarPinKoLay,21.984128,96.079314,02 406 0463,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Shwe War Win,21.982707,96.07835,09 44402 3558,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Leader,21.98366,96.078751,09 40254 0745,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Mg Myint Aye,22,96.079237,02 32 321,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Ngwe Kyar Tite,21.983162,96.07905,,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Asia,21.981945,96.078132,09 430 02119,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Great Wall,21.982673,96.077909,09 204 4322,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Panasonic,21.967428,96.08612,02 60 488,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Panasonic ShowRoom,21.973625,96.087985,02 60 488,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,81 Electronic,21.973774,96.089002,09 789 818181,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Midea Showroom,21.974272,96.088267,09 45718 5967,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Home Aid,21.974956,96.077031,02 406 8877,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Wai Yan Electronics,21.976966,96.080454,09 951 829907,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Whan Thet Ma Kyu,21.979127,96.0791,09 789 320023,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Aung Aung ,21.97916,96.079394,02 23 780,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,SeinBrother,21.97935,96.079025,09 40259 9319,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,KhineWin,21.971055,96.082143,02 407 2535,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,United Electronic,21.970058,96.080902,09 202 2083,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,"Vision Max Co.,Ltd",21.969262,96.081062,02 402 2860,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,KyinLonnMyanmar,21.968424,96.080444,02 35 001,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Htay Gabar,21.983238,96.07978,02 406 6095,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,City Light,21.983304,96.079328,02 403 4951,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Nadi Lwin,21.98328,96.079218,02 406 9476,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,ParWell,21.972038,96.083544,09 797 389505,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Su Electrical Supply Store,21.970866,96.06373,09 40269 2483,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Myo Electrical Supply Store,21.971506,96.066822,02 409 9876,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,IE,21.970951,96.078061,09 975 160578,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Angel,21.970594,96.091076,09 44403 1620,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Padauk War,21.983575,96.078862,09 201 6538,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,SiThu,21.983634,96.079289,02 403 1378,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,KyalSinPhyo,21.972711,96.074559,09 960 880880,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Thein Than,21.975726,96.06555,09 40188 8900,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Shwe Hnin Si,21.976044,96.071547,09 792 050342,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Nilar,21.978526,96.063941,09 783 099820,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,KaungThantThar,21.977111,96.066341,09 44463 8843,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Power Light,21.974222,96.077116,,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Aung Kyal Sin,21.972848,96.098125,02 22 323,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,PHOTON ELECTRONIC,21.980385,96.081716,09 965 028615,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Glote Electronic,21.980161,96.081262,02 403 3650,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Dream Electronic,21.978994,96.07984,09 40260 1385,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,San Light,21.970726,96.099941,09 256 248 580,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Mitsubishi        ,21.955036,96.113512,09 42171 6037,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,P T Electrical,21.983092,96.079266,09 431 45646,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Star Light,21.983257,96.079808,02 73 749,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,"Par Well Holding Co.,Ltd",21.976729,96.078825,02 24 841,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Jan ,21.977588,96.079003,02 407 2534,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,TZE,21.977759,96.079229,09 898 849562,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,Shwe La Win,21.977615,96.078058,02 406 0041,,,,,
MR005,Mandalay Division,ChanAyeTharZan,Electronic Store,"Myanmar New Power Motors Co.,Ltd",21.895624,96.094402,09 40251 0661,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electrical Power Office,Electric and Power Ministry,21.899324,96.103677,02 515 3500,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electrical Substation,"Pacific Electric Company Co.,Ltd",21.89948,96.104055,09 797 593484,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electrical Substation,MESC,21.885989,96.127191,,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electrical Substation,MESC,21.913569,96.122627,,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electrical Substation,TakonTai MainElectrical Substation,21.917048,96.081096,,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electrical Substation,Win General Electric,21.886851,96.10388,09 202 1046,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,BaWaThit,21.92786,96.086549,09 40252 7791,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,Zwe Marn,21.901771,96.08272,09 681 5705,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,Ko Win Htay,21.895123,96.094556,09 798 788123,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,AungKyalSinn,21.909516,96.115066,09 44853 6090,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,Htun Shwe,21.887539,96.109886,02 515 4081,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,DuWon Kyal,21.903414,96.081667,09 974 348118,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,Hein,21.902871,96.082239,09 203 0593,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,Lwin Yati,21.904258,96.081672,09 910 47971,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,SwanHtet,21.905069,96.081766,09 910 02575,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,735 Electronic,21.901608,96.083577,09 44401 1735,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,Hein Electronic Store,21.922606,96.088731,09 40249 3002,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,Miba Myittar,21.912544,96.126004,09 789 600852,,,,,
MR005,Mandalay Division,PyiGyiTaGon,Electronic Store,HtooAungKyaw,21.914655,96.116904,09 792 055526,,,,,
MR005,Mandalay Division,MaharAungMyay,Electrical Substation,"Linear Power Internationsl Co.,Ltd",21.955746,96.115018,09 44404 3793,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Service,Pyae Sone,21.96865,96.09593,09 40252 1915,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Service,Win ,21.964201,96.075077,09 910 08356,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,UPK,21.9569572,96.101831,09 40256 9339,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,PhuGyi,21.964673,96.108164,09 259 143 028,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Myo Zaw,21.964823,96.099794,09 910 05959,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Cadi Light,21.965817,96.111922,09 766 288388,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Moon Light,21.967834,96.084179,,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,MateSat,21.962543,96.080001,09 40257 5782,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Golden Light,21.96281,96.085676,02 407 2741,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Royal Light Electric,21.968792,96.094221,09 44401 3945,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,"T&T Sine International Co.,Ltd",21.95388,96.101099,09 964 844885,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Shwe Myanamar,21.959273,96.110924,09 40270 4475,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Myit War,21.967643,96.113719,09 777 755622,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,HomePlus,21.967108,96.119768,09 975 032000,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Moe,21.962764,96.059149,09 44101 3289,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Schneider Electric,21.955236,96.088118,09 977 904550,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,"ThitsarMyanmar Co.,Ltd",21.955465,96.105075,09 969 776680,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Min Thiha,21.963616,96.101562,09 960 182790,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Hlaing Thit,21.967174,96.101119,09 256 118 823,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Yaung Chi Thit,21.963963,96.101408,09 44418 4334,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Ko Swe,21.955377,96.073465,09 430 62987,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Kaung Myat,21.965766,96.088125,09 410 01688,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,ASTO,21.963676,96.097093,09 695 311431,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Apex and Meiling,21.968556,96.096531,09 978 113998,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Emperor,21.967011,96.098856,09 779 559377,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Shwe Li Tun,21.962341,96.094804,09 910 50340,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Win War,21.96089,96.095575,09 40225 2052,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Myanmar Kagroo,21.969044,96.083428,09 40024 0033,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,25 LuHtu Electric,21.968311,96.076252,09 203 8316,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Shwe Pin Lon,21.967807,96.091032,09 44101 4070,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Chan Sein,21.967581,96.090469,09 259 119 868,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Coolexe's Home,21.965629,96.08182,09 44229 9998,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,U Aung Naing Home,21.965152,96.109276,09 430 02223,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,"Natron Myanmar Trading Co.,Ltd",21.965601,96.115557,09 253 021 622,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,National,21.968563,96.093151,09 431 59025,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,MM(III) Electronic,21.969336,96.079203,09 202 1146,,,,,
MR005,Mandalay Division,MaharAungMyay,Electronic Store,Zin,21.970147,96.08847,02 402 2318,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electrical Substation,AungMyayTharSan Electric Manager Office,21.017782,96.097147,02 39 163,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Service,Aung Theitdi Electronic Service(U Aung Gyi),22.001751,96.119584,09 334 14347,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Service,ShalLatYar,21.981528,96.061749,09 42802 7742,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Service,Master ,21.988831,96.076145,09 910 06198,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Ko Min Min,21.997035,96.079974,09 973 577796,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,SMM and MMT Electric,21.993062,96.079289,09 40324 6323,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Tz Electronic,21.992904,96.079238,09 910 02569,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,LaMinKyal(22)Street,21.988953,96.075827,09 44402 4446,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Master ,21.988831,96.076145,09 910 06198,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,U Win Tin,21.98603,96.08132,09 975 311787,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,ThitSarPhyu,21.983764,96.078756,02 406 6340,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Ngu War,21.983044,96.082305,02 403 4439,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,TAKATHO Electric Shop,21.983417,96.078958,,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,"Css Co.,Ltd",21.985758,96.079791,02 403 6271,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,T.T.H,21.983977,96.078827,09 259 004 049,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Crown Electronic,21.982184,96.100818,,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,K T,21.991151,96.112028,09 977 903712,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Nilar,21.991837,96.111715,09 40251 9966,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Shwe Pyi Kyaw,21.991737,96.111197,09 257 772 080,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Aung Theitdi Electronic Service(U Aung Gyi),22.001751,96.119584,09 334 14347,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Nandar Electric and Electronic,21.991317,96.06988,09 203 0079,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Activate Electronic,21.987396,96.062105,,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,KZN,22.005379,96.106963,09 910 16978,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,CW Electronic,21.983042,96.082224,09 200 4486,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,P T Electrical,21.983092,96.079266,09 431 45646,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Star Light,21.983257,96.079808,02 73 749,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Man Aung Aung,22.010196,96.092215,09 40264 2524,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Fancy Light,21.008061,96.091961,09 731 77607,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,May Lin,22.007965,96.0858,09 966 248597,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,PyitTineHtaung,22.003776,98.084617,09 40259 5902,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,AungNaingThu,22.000871,96.081456,09 263 648 990,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Sam Sam,21.99372,96.071548,09 200 3793,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,SEIN,21.983621,96.072856,02 407 1155,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,KuminMingChao Electrical Cable Group,21.983659,96.078442,09 968 660650,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Wai Yan ,21.005043,96.109267,09 333 13721,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Sitt Thee,21.992566,96.113485,09 44404 3139,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,OK 2000,21.992468,96.11349,09 200 6293,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Taw Win,21.992379,96.11803,09 40276 6217,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Kaung Htet,21.991618,96.125409,09 973 781222,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,A.K.Z Laminate Floor and Wall Paper,21.984351,96.078309,09 202 1690,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,HtainHtain,21.983376,96.083238,02 61 681,,,,,
MR005,Mandalay Division,AungMyayThaZan,Electronic Store,Dagon,21.903012,96.083295,02 31 394,,,,,
MR005,Mandalay Division,KyaukSe,Hydroelectric Power Plant,Myo Gyi Hydro Power Plant,21.465067,96.380941,,,,,,
MR005,Mandalay Division,KyaukSe,Hydroelectric Power Plant,Yeywa Hydro Power Plant,21.672905,96.474053,,,,,,
MR005,Mandalay Division,KyaukSe,Electronic Store,U Thaung Electronic ,21.599284,96.135523,,,,,,
MR005,Mandalay Division,KyaukSe,Electronic Store,Ant Phwe Mobile & Electronic,21.609662,96.134166,09 253 590 005,,,,,
MR005,Mandalay Division,KyaukSe,Electronic Store,Shwe Yati,21.609035,96.135395,066 50 485,,,,,
MR005,Mandalay Division,KyaukSe,Electronic Store,TharOo,21.605585,96.136857,09 797 914420,,,,,
MR005,Mandalay Division,KyaukSe,Electronic Store,Sakarwar,21.597246,96.130006,,,,,,
MR005,Mandalay Division,KyaukSe,Electronic Store,LwinLwin,21.611782,96.134398,066 205 0066,,,,,
MR005,Mandalay Division,Kyaukpadaung,Electronic Store,LaMinSoe Electronic,20.849239,95.131882,,,,,,
MR005,Mandalay Division,Kyaukpadaung,Electronic Store,Ywal Doe Electronic,20.844373,95.127592,,,,,,
MR005,Mandalay Division,Kyaukpadaung,Electronic Store,Sea Light,20.84587,95.122917,061 50 128,,,,,
MR006,Yangon Division,East Dagon,Electronic Service,Nay Min Tun,16.89311,96.236305,,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Hitachi,16.788289,96.124095,012301267,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Gold Star Diamond,16.78297,96.128888,,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Shwe Bagyi,16.78838,96.124379,,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Sandisolar,16.788491,96.124471,09 44341 4499,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Friend,16.803645,96.130922,01505483,,,,,
MR006,Yangon Division,Ahlone,Electronic Service,Panasonic,16.785787,96.125255,,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Myint Than,16.793448,96.12343,09966559228,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Unified,16.791158,96.127629,09450450706,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Galaxy,16.787385,96.128085,,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Media,16.775151,96.1448,012303014,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Shwe Duon,16.791683,96.124226,01216703,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Mr. Air,16.786117,96.128268,0973052628,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Automation,16.7919428,96.1234937,09425301536,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Mahar Mate,16.7846786,96.1284446,09775570253,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Philips,16.803599,96.133948,01510635,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,ZEC,16.796201,96.126711,09974604255,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Hlaminzu,16.788149,96.124112,012314140,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Aung Yadanar,16.788339,96.126874,,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Htoo Nay,16.789229,96.126522,09786024153,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Yaung Ni Oo,16.790697,96.126222,09789456103,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Sin Minn,16.792349,96.126736,,,,,,
MR006,Yangon Division,Ahlone,Electronic Store,Soe San,16.791999,96.123484,012301108,,,,,
MR006,Yangon Division,Bahan,Electronic Store,San Thit (U Min Thu),16.781928,96.130791,09420136547,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Myint Mho,16.777489,96.160256,01374589,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Master,16.772563,96.164082,09443045742,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Smile,16.775718,96.162941,018392853,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,TA,16.776584,96.161886,095091165,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Wai Yan,16.775456,96.161468,01250596,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,NS,16.776428,96.161508,01379147,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,F@X,16.774488,96.163013,09972433449,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,A.T,16.772949,96.161788,09422354563,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Smiths Detection,16.77888,96.164383,01245581,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Myat Noe Thu,16.778233,96.160588,01246424,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Excellence,16.776213,96.161939,,,,,,
